Pagetype,Assignee,ilanTarihi,kategori,marka,model,il,galeri_ID,ilanNo,photoCount,Fiyat,Detail_ContactNumberCount ,Detail_MessageContactStatus,Detail_850Status,Detail_PhoneContactStatus,Detail_Breadcrumb,Detail_CarSegment,ilan_no,ilan_tarihi,seri,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ort._yakit_tuketimi,yakit_deposu,boya-degisen,takasa_uygun,kimden,Etiket,motor_gucu_(kw),batarya_voltaji_(v),menzil,sarj_suresi,pil_kapasitesi_(kwh),plaka_uyrugu
Detail,2264650,20240222,Otomobil,Tofaş,L,Kırıkkale,3112961,24583188,11,150000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24583188,22 Şubat 2024,Doğan,1991,95.000 km,Düz,LPG & Benzin,Sedan,Siyah,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,5878,20240221,Otomobil,Tofaş,L,Adana,3017717,23732039,7,135750,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,23732039,21 Şubat 2024,Doğan,1989,200.000 km,Düz,LPG & Benzin,Sedan,Siyah,1581 cc,83 hp,Arkadan İtiş,,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,Düşük Km,,,,,,
Detail,9538609,20240222,Otomobil,Tofaş,L,Konya,9612963,24583359,9,200000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24583359,22 Şubat 2024,Doğan,1987,666.669 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9536655,20240221,Otomobil,Tofaş,SLX,Antalya,9611015,24576947,8,225000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24576947,21 Şubat 2024,Doğan,1993,60.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,1 değişen,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,8449877,20240221,Otomobil,Tofaş,L,Ankara,8524483,24574420,5,165000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24574420,21 Şubat 2024,Doğan,1991,999.966 km,Düz,LPG & Benzin,Sedan,Yeşil,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9538808,20240222,Otomobil,Tofaş,L,Bursa,9613162,24583840,11,155000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24583840,22 Şubat 2024,Doğan,1990,200.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,9540215,20240222,Otomobil,Tofaş,S,Adıyaman,9614569,24587773,12,175000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24587773,22 Şubat 2024,Doğan,1995,300.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,6546168,20240223,Otomobil,Tofaş,SLX ie,Malatya,6622190,23584475,11,305000,1,1,1,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,23584475,23 Şubat 2024,Doğan,1998,80.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,Düşük Km,,,,,,
Detail,9534121,20240221,Otomobil,Tofaş,S,İzmir,9608483,24570258,14,275000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24570258,21 Şubat 2024,Doğan,1995,186.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9534667,20240220,Otomobil,Tofaş,SLX,Gümüşhane,9609027,24571979,10,230000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24571979,20 Şubat 2024,Doğan,1994,17.983 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,9535328,20240221,Otomobil,Tofaş,SLX ie,Ankara,9609688,24573844,15,375000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24573844,21 Şubat 2024,Doğan,1999,130.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,6 boyalı,,Sahibinden,Düşük Km,,,,,,
Detail,7426252,20240222,Otomobil,Tofaş,SLX ie,Antalya,7501758,23932081,24,359900,1,1,1,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,23932081,22 Şubat 2024,Doğan,1998,111.111 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,96 hp,Arkadan İtiş,,"6,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,9432533,20240221,Otomobil,Tofaş,SLX ie,Tekirdağ,9506972,24564438,15,278500,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24564438,21 Şubat 2024,Doğan,1997,137.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,9535882,20240221,Otomobil,Tofaş,L,Kastamonu,9610242,24575159,10,145000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24575159,21 Şubat 2024,Doğan,1992,63.750 km,Düz,LPG & Benzin,Sedan,Lacivert,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,5333824,20240221,Otomobil,Tofaş,SLX,Denizli,5405049,24577506,15,250000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24577506,21 Şubat 2024,Doğan,1995,150.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Tamamı boyalı,,Sahibinden,Düşük Km,,,,,,
Detail,7919190,20240223,Otomobil,Tofaş,L,Antalya,7994377,24590595,15,96000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24590595,23 Şubat 2024,Doğan,1993,150.000 km,Düz,LPG & Benzin,Sedan,Şampanya,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,8492090,20240220,Otomobil,Tofaş,SLX ie,Bursa,8566635,24564328,15,260000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24564328,20 Şubat 2024,Doğan,2001,72.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,2 değişen,,Sahibinden,Düşük Km,,,,,,
Detail,9532513,20240220,Otomobil,Tofaş,SLX,Mersin,9606875,24566183,4,195000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24566183,20 Şubat 2024,Doğan,1994,100.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9540721,20240222,Otomobil,Tofaş,SLX ie,Aydın,9615074,24589406,15,320000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24589406,22 Şubat 2024,Doğan,1997,104.500 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,9530929,20240221,Otomobil,Tofaş,SLX,İstanbul,9605294,24573911,6,145000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24573911,21 Şubat 2024,Doğan,1993,250.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,9535009,20240221,Otomobil,Tofaş,S,Ankara,9609369,24572992,9,165000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24572992,21 Şubat 2024,Doğan,1994,275.000 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,9220633,20240220,Otomobil,Tofaş,1.6 ie,Diyarbakır,9295288,24555199,14,278000,1,1,0,1,Otomobil / Tofaş / Doğan / 1.6 ie / ,C,24555199,20 Şubat 2024,Doğan,2001,175.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,"1 değişen, 10 boyalı",,Sahibinden,,,,,,,
Detail,3786718,20240221,Otomobil,Tofaş,S,Balıkesir,3818101,24574507,10,205000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24574507,21 Şubat 2024,Doğan,1997,100.000 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,3986305,20240221,Otomobil,Tofaş,SLX ie,Ankara,4017517,24581000,13,245000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24581000,21 Şubat 2024,Doğan,1997,80.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,7903477,20240221,Otomobil,Tofaş,SLX ie,İzmir,7978673,24576520,15,299000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24576520,21 Şubat 2024,Doğan,1998,135.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,376877,20240220,Otomobil,Tofaş,SLX,İstanbul,1909360,24564068,11,195000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24564068,20 Şubat 2024,Doğan,1993,33.360 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,18825,20240221,Otomobil,Tofaş,SL,Denizli,2334937,24579389,12,305000,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24579389,21 Şubat 2024,Doğan,1993,52.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,1 değişen,Takasa Uygun Değil,Sahibinden,"İlk Sahibinden,Düşük Km",,,,,,
Detail,9533663,20240221,Otomobil,Tofaş,L,Adana,9608025,24575122,10,155000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24575122,21 Şubat 2024,Doğan,1990,180.000 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,9530316,20240221,Otomobil,Tofaş,L,Konya,9604686,24560033,8,157000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24560033,21 Şubat 2024,Doğan,1990,888.888 km,Düz,LPG & Benzin,Sedan,Lacivert,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,Fiyatı Düşen,,,,,,
Detail,8014196,20240221,Otomobil,Tofaş,SLX,Gaziantep,8089336,24576219,14,185000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24576219,21 Şubat 2024,Doğan,1993,270.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9534992,20240221,Otomobil,Tofaş,SLX,Hatay,9609352,24572962,9,235000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24572962,21 Şubat 2024,Doğan,1993,150.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,9532606,20240221,Otomobil,Tofaş,SLX ie,Ankara,9606968,24576099,15,245000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24576099,21 Şubat 2024,Doğan,1999,271.500 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,2 değişen,,Sahibinden,,,,,,,
Detail,9538036,20240221,Otomobil,Tofaş,S,İstanbul,9612390,24582097,10,269000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24582097,21 Şubat 2024,Doğan,1997,107.000 km,Düz,Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,"İlk Sahibinden,Düşük Km",,,,,,
Detail,9531619,20240221,Otomobil,Tofaş,SLX,İzmir,9605982,24564106,8,215000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24564106,21 Şubat 2024,Doğan,1994,10.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9537492,20240221,Otomobil,Tofaş,SLX,Erzincan,9611848,24579963,9,239000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24579963,21 Şubat 2024,Doğan,1995,465.500 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9520852,20240216,Otomobil,Tofaş,SL,Gaziantep,9595228,24535384,8,295000,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24535384,16 Şubat 2024,Doğan,1993,295.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,"1 değişen, 10 boyalı",,Sahibinden,,,,,,,
Detail,9527246,20240218,Otomobil,Tofaş,SL,Kayseri,9601617,24552562,14,185000,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24552562,18 Şubat 2024,Doğan,1993,300.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,1141126,20240220,Otomobil,Tofaş,S,Samsun,2272074,24567107,10,190000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24567107,20 Şubat 2024,Doğan,1994,25.880 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,11351,20240218,Otomobil,Tofaş,SLX,Gaziantep,1734237,24413037,2,130000,2,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24413037,18 Şubat 2024,Doğan,1994,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,496235,20240219,Otomobil,Tofaş,SLX,Ankara,2494523,24557384,5,230000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24557384,19 Şubat 2024,Doğan,1994,150.000 km,Düz,LPG & Benzin,Sedan,Şampanya,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9532280,20240220,Otomobil,Tofaş,SLX,Antalya,9606642,24565626,15,180000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24565626,20 Şubat 2024,Doğan,1993,300.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9336140,20240216,Otomobil,Tofaş,SLX,Sinop,9410709,24533254,6,205000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24533254,16 Şubat 2024,Doğan,1993,175.000 km,Düz,LPG & Benzin,Sedan,Bej,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,8671145,20240220,Otomobil,Tofaş,L,Kütahya,8745556,24040011,15,190000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24040011,20 Şubat 2024,Doğan,1992,236.500 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,83 hp,Arkadan İtiş,,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,,,,,,
Detail,9528317,20240219,Otomobil,Tofaş,SLX,Antalya,9602688,24555284,14,225000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24555284,19 Şubat 2024,Doğan,1995,220.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,5267650,20240220,Otomobil,Tofaş,S,Kahramanmaraş,5336577,24563154,11,235000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24563154,20 Şubat 2024,Doğan,1996,37.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9528492,20240219,Otomobil,Tofaş,L,İstanbul,9602863,24555687,15,115000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24555687,19 Şubat 2024,Doğan,1991,38.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9434019,20240219,Otomobil,Tofaş,SLX,İstanbul,9508455,24555811,0,199999,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24555811,19 Şubat 2024,Doğan,1995,150.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"1 değişen, 12 boyalı",,Sahibinden,Düşük Km,,,,,,
Detail,9526511,20240220,Otomobil,Tofaş,L,Osmaniye,9600882,24550789,4,120000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24550789,20 Şubat 2024,Doğan,1982,58.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,3370992,20240216,Otomobil,Tofaş,S,Bursa,3402611,24531509,12,292000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24531509,16 Şubat 2024,Doğan,1995,150.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,"3 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,9520954,20240216,Otomobil,Tofaş,S,Bursa,9595330,24535728,15,190000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24535728,16 Şubat 2024,Doğan,1995,55.555 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9521271,20240216,Otomobil,Tofaş,SLX,Eskişehir,9595646,24536817,9,200000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24536817,16 Şubat 2024,Doğan,1997,252.000 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,6481103,20240217,Otomobil,Tofaş,SL,Manisa,6557148,24542121,15,142000,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24542121,17 Şubat 2024,Doğan,1993,250.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9527855,20240219,Otomobil,Tofaş,SLX,Muğla,9602226,24554200,11,300000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24554200,19 Şubat 2024,Doğan,1994,170.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,11 boyalı,,Sahibinden,Düşük Km,,,,,,
Detail,6271463,20240216,Otomobil,Tofaş,S,Sakarya,6347560,24533926,12,250000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24533926,16 Şubat 2024,Doğan,1997,150.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,7334636,20240217,Otomobil,Tofaş,S,Trabzon,7410189,24423028,10,175000,1,0,0,1,Otomobil / Tofaş / Doğan / S / ,C,24423028,17 Şubat 2024,Doğan,1994,99.999 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,,Sahibinden,Düşük Km,,,,,,
Detail,9479933,20240216,Otomobil,Tofaş,SLX,Zonguldak,9554334,24533847,10,235000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24533847,16 Şubat 2024,Doğan,1994,99.999 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"1 değişen, 12 boyalı",Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,9522572,20240217,Otomobil,Tofaş,SLX,Konya,9596943,24540799,12,235000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24540799,17 Şubat 2024,Doğan,1993,140.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,7719137,20240217,Otomobil,Tofaş,L,İstanbul,7794316,24540770,9,122500,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24540770,17 Şubat 2024,Doğan,1992,74.837 km,Düz,LPG & Benzin,Sedan,Lacivert,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,9531184,20240220,Otomobil,Tofaş,SLX ie,Elazığ,9605548,24562924,12,312000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24562924,20 Şubat 2024,Doğan,1997,160.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,"2 değişen, 10 boyalı",Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,7121287,20240220,Otomobil,Tofaş,SLX,Kocaeli,7196963,24566118,14,255000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24566118,20 Şubat 2024,Doğan,1994,180.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9336140,20240216,Otomobil,Tofaş,SLX,Sinop,9410709,24013517,7,250000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24013517,16 Şubat 2024,Doğan,1993,170.000 km,Düz,LPG & Benzin,Sedan,Bej,1581 cc,83 hp,Arkadan İtiş,,,50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,9520315,20240216,Otomobil,Tofaş,SLX,Ankara,9594691,24538778,5,220000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24538778,16 Şubat 2024,Doğan,1997,100.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9527366,20240219,Otomobil,Tofaş,SLX,Kayseri,9601737,24552908,15,230000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24552908,19 Şubat 2024,Doğan,1996,100.000 km,Düz,LPG & Benzin,Sedan,Yeşil,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Tamamı boyalı,,Sahibinden,Düşük Km,,,,,,
Detail,9329727,20240216,Otomobil,Tofaş,L,Ankara,9404302,24533085,11,117000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24533085,16 Şubat 2024,Doğan,1989,100.000 km,Düz,LPG & Benzin,Sedan,Siyah,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,,Sahibinden,Düşük Km,,,,,,
Detail,5034705,20240218,Otomobil,Tofaş,L,Ankara,5095585,24550176,9,163005,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24550176,18 Şubat 2024,Doğan,1989,68.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,"2 değişen, 9 boyalı",Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,7170375,20240217,Otomobil,Tofaş,SLX,Tokat,7246003,24546449,15,180000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24546449,17 Şubat 2024,Doğan,1994,155.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"2 değişen, 9 boyalı",,Sahibinden,Düşük Km,,,,,,
Detail,9532608,20240220,Otomobil,Tofaş,SLX,Zonguldak,9606970,24566407,9,280000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24566407,20 Şubat 2024,Doğan,1995,59.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,1 değişen,,Sahibinden,Düşük Km,,,,,,
