Pagetype,Assignee,ilanTarihi,kategori,marka,model,il,galeri_ID,ilanNo,photoCount,Fiyat,Detail_ContactNumberCount ,Detail_MessageContactStatus,Detail_850Status,Detail_PhoneContactStatus,Detail_Breadcrumb,Detail_CarSegment,ilan_no,ilan_tarihi,seri,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ort._yakit_tuketimi,yakit_deposu,boya-degisen,takasa_uygun,kimden,Etiket,motor_gucu_(kw),batarya_voltaji_(v),menzil,sarj_suresi,pil_kapasitesi_(kwh),plaka_uyrugu
Detail,9560544,20240229,Otomobil,Tofaş,SLX,Sivas,9634888,24643786,6,230000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24643786,29 Şubat 2024,Doğan,1993,99.000 km,Düz,LPG & Benzin,Sedan,Bej,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,631743,20240227,Otomobil,Tofaş,L,Aydın,3194368,24626840,14,120000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24626840,27 Şubat 2024,Doğan,1990,75.000 km,Düz,LPG & Benzin,Sedan,Siyah,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,2 değişen,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,6438187,20240228,Otomobil,Tofaş,1.6 ie,Malatya,6514242,24079632,0,350000,1,1,0,1,Otomobil / Tofaş / Doğan / 1.6 ie / ,C,24079632,28 Şubat 2024,Doğan,2000,260.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,7 boyalı,,Sahibinden,,,,,,,
Detail,5140538,20240228,Otomobil,Tofaş,SL,Samsun,5205597,24633910,10,170000,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24633910,28 Şubat 2024,Doğan,1993,63.500 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,10 boyalı,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,5410792,20240226,Otomobil,Tofaş,SL,Kayseri,5483714,24617193,9,180000,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24617193,26 Şubat 2024,Doğan,1993,200.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,9548734,20240225,Otomobil,Tofaş,L,Konya,9623083,24611218,9,195000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24611218,25 Şubat 2024,Doğan,1988,291.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,-,Sahibinden,,,,,,,
Detail,4390141,20240224,Otomobil,Tofaş,SLX,Tokat,4421044,24600908,15,215000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24600908,24 Şubat 2024,Doğan,1993,24.000 km,Düz,LPG & Benzin,Sedan,Şampanya,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,Düşük Km,,,,,,
Detail,9541240,20240223,Otomobil,Tofaş,S,Gaziantep,9615593,24590982,15,137000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24590982,23 Şubat 2024,Doğan,1994,370.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9280204,20240223,Otomobil,Tofaş,S,Bursa,9354811,24591497,8,185000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24591497,23 Şubat 2024,Doğan,1994,57.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,8634692,20240226,Otomobil,Tofaş,SLX,İzmir,8709155,24610717,12,147000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,,24610717,26 Şubat 2024,Doğan,1987,270.000 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),,,,İkinci El,,,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,5799733,20240226,Otomobil,Tofaş,SLX,Manisa,5872631,24615364,15,210000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24615364,26 Şubat 2024,Doğan,1997,44.335 km,Düz,LPG & Benzin,Sedan,Yeşil,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,8734359,20240225,Otomobil,Tofaş,SLX,Bursa,8809000,24608855,12,210000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24608855,25 Şubat 2024,Doğan,1993,180.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,Düşük Km,,,,,,
Detail,7903907,20240224,Otomobil,Tofaş,SLX,Konya,7979103,24598637,9,287500,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24598637,24 Şubat 2024,Doğan,1993,6.001 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9543150,20240223,Otomobil,Tofaş,SLX,Çanakkale,9617502,24596033,6,77500,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,,24596033,23 Şubat 2024,Doğan,1982,83.000 km,Düz,Benzin,Sedan,Füme,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,6616550,20240224,Otomobil,Tofaş,SLX,İstanbul,6692549,24601635,9,130000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24601635,24 Şubat 2024,Doğan,1992,145.000 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"1 değişen, 2 boyalı",,Sahibinden,Düşük Km,,,,,,
Detail,3318054,20240226,Otomobil,Tofaş,SL,Ankara,3312862,24611570,8,192500,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24611570,26 Şubat 2024,Doğan,1992,25.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,6517,20240224,Otomobil,Tofaş,S,Hatay,2521278,24421642,20,189900,1,1,1,1,Otomobil / Tofaş / Doğan / S / ,C,24421642,24 Şubat 2024,Doğan,1995,6.750 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,216516,20240226,Otomobil,Tofaş,SLX ie,Ankara,2747581,24619302,11,255000,1,0,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24619302,26 Şubat 2024,Doğan,1997,250.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,1 değişen,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,2375052,20240223,Otomobil,Tofaş,SLX,Adana,3054154,24587390,15,215000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24587390,23 Şubat 2024,Doğan,1994,100.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,12 boyalı,,Sahibinden,Düşük Km,,,,,,
Detail,9546965,20240226,Otomobil,Tofaş,L,İstanbul,9621315,24606920,14,150000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,,24606920,26 Şubat 2024,Doğan,1992,25.000 km,Düz,LPG & Benzin,Sedan,Bordo,,,,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,6733638,20240226,Otomobil,Tofaş,SLX ie,Trabzon,6809588,24616878,14,250000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24616878,26 Şubat 2024,Doğan,1997,80.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,9549497,20240226,Otomobil,Tofaş,SLX,Kastamonu,9623846,24613111,9,245000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24613111,26 Şubat 2024,Doğan,1996,180.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,3 değişen,,Sahibinden,Düşük Km,,,,,,
Detail,9291261,20240226,Otomobil,Tofaş,SL,Samsun,9365861,24079889,5,210000,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24079889,26 Şubat 2024,Doğan,1993,142.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,,"6,5 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,9543146,20240223,Otomobil,Tofaş,SLX,Manisa,9617498,24596004,13,169500,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24596004,23 Şubat 2024,Doğan,1994,40.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9304565,20240223,Otomobil,Tofaş,SLX,Amasya,9379163,24591560,15,215000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,,24591560,23 Şubat 2024,Doğan,1995,217.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,,,Arkadan İtiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,6834574,20240226,Otomobil,Tofaş,SLX ie,Ankara,6910480,24084680,15,225000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24084680,26 Şubat 2024,Doğan,1997,73.125 km,Düz,LPG & Benzin,Sedan,Lacivert,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,2795195,20240226,Otomobil,Tofaş,SLX ie,Antalya,2268754,24614245,15,388000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24614245,26 Şubat 2024,Doğan,1998,134.360 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,6538928,20240224,Otomobil,Tofaş,SLX ie,İzmir,6614954,24603954,9,270000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24603954,24 Şubat 2024,Doğan,2001,165.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9547053,20240225,Otomobil,Tofaş,L,Yalova,9621403,24607114,14,120000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24607114,25 Şubat 2024,Doğan,1988,285.000 km,Düz,LPG & Benzin,Sedan,Bej,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,3300055,20240223,Otomobil,Tofaş,SLX ie,Ankara,2578480,24591238,13,235000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,,24591238,23 Şubat 2024,Doğan,2001,200.000 km,Düz,LPG & Benzin,Sedan,Mavi,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9551028,20240226,Otomobil,Tofaş,SLX ie,Sivas,9625377,24616897,14,215000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24616897,26 Şubat 2024,Doğan,1998,71.000 km,Düz,LPG & Benzin,Sedan,Yeşil,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9263661,20240223,Otomobil,Tofaş,L,Yozgat,9338280,24591515,7,139000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,,24591515,23 Şubat 2024,Doğan,1987,99.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,8228952,20240223,Otomobil,Tofaş,1.6 ie,Bayburt,8303833,24593056,10,355000,1,1,0,1,Otomobil / Tofaş / Doğan / 1.6 ie / ,C,24593056,23 Şubat 2024,Doğan,2000,180.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9545502,20240224,Otomobil,Tofaş,SLX,Eskişehir,9619853,24602463,5,255000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,,24602463,24 Şubat 2024,Doğan,1996,42.000 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),,,,İkinci El,,,Tamamı boyalı,,Sahibinden,Düşük Km,,,,,,
Detail,5598155,20240223,Otomobil,Tofaş,SLX,Bursa,5670994,24595928,14,250000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24595928,23 Şubat 2024,Doğan,1997,16.000 km,Düz,LPG & Benzin,Sedan,Mor,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"1 değişen, 12 boyalı",,Sahibinden,Düşük Km,,,,,,
Detail,8532040,20240226,Otomobil,Tofaş,SLX,Antalya,8606554,23913502,7,200000,1,1,1,1,Otomobil / Tofaş / Doğan / SLX / ,C,23913502,26 Şubat 2024,Doğan,1993,250.000 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,3 değişen,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,9170858,20240225,Otomobil,Tofaş,SLX,Çanakkale,9245544,23603783,19,290000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,23603783,25 Şubat 2024,Doğan,1996,89.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,9545195,20240224,Otomobil,Tofaş,SLX,Nevşehir,9619546,24601719,15,190000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24601719,24 Şubat 2024,Doğan,1995,20.000 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,Düşük Km,,,,,,
Detail,9547584,20240225,Otomobil,Tofaş,L,Ankara,9621933,24608518,15,157000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24608518,25 Şubat 2024,Doğan,1992,400.000 km,Düz,LPG & Benzin,Sedan,Yeşil,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,6267691,20240223,Otomobil,Tofaş,SLX ie,Konya,6343790,24598305,14,285000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24598305,23 Şubat 2024,Doğan,2000,129.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9492453,20240226,Otomobil,Tofaş,SLX,Çanakkale,9566838,24461794,9,175000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24461794,26 Şubat 2024,Doğan,1995,190.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,6601177,20240225,Otomobil,Tofaş,SLX,Rize,6677186,24610321,11,355000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24610321,25 Şubat 2024,Doğan,1997,220.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,6716350,20240225,Otomobil,Tofaş,SL,Kayseri,6792310,24611622,8,180000,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24611622,25 Şubat 2024,Doğan,1993,200.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,Belirtilmemiş,-,Sahibinden,Düşük Km,,,,,,
Detail,6707142,20240223,Otomobil,Tofaş,S,Antalya,6783111,24591276,15,210750,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24591276,23 Şubat 2024,Doğan,1995,85.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9549079,20240226,Otomobil,Tofaş,L,Karabük,9623428,24612111,5,158000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24612111,26 Şubat 2024,Doğan,1990,170.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,5680980,20240225,Otomobil,Tofaş,SLX ie,İstanbul,5753788,24609158,15,250000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24609158,25 Şubat 2024,Doğan,1998,200.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,,,,,,
Detail,2331,20240224,Otomobil,Tofaş,SLX,Konya,2769524,23513209,7,300000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,23513209,24 Şubat 2024,Doğan,1993,200.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,9277520,20240225,Otomobil,Tofaş,SLX,Konya,9352127,24079357,15,155000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24079357,25 Şubat 2024,Doğan,1993,96.000 km,Düz,LPG & Benzin,Sedan,Lacivert,1581 cc,83 hp,Arkadan İtiş,,,50 lt,3 değişen,,Sahibinden,Düşük Km,,,,,,
Detail,9541461,20240223,Otomobil,Tofaş,1.6 ie,Mersin,9615814,24591500,10,245000,1,1,0,1,Otomobil / Tofaş / Doğan / 1.6 ie / ,C,24591500,23 Şubat 2024,Doğan,1999,280.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,2 değişen,,Sahibinden,,,,,,,
Detail,9544669,20240225,Otomobil,Tofaş,SLX ie,Nevşehir,9619020,24600305,12,330000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24600305,25 Şubat 2024,Doğan,1999,220.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,2 boyalı,,Sahibinden,,,,,,,
Detail,9547593,20240224,Otomobil,Tofaş,SLX,Kütahya,9621942,24608412,10,235000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24608412,24 Şubat 2024,Doğan,1996,201.000 km,Düz,LPG & Benzin,Sedan,Mor,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,7432172,20240226,Otomobil,Tofaş,SLX,Aydın,7507677,24616773,13,285000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24616773,26 Şubat 2024,Doğan,1994,330.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,9549536,20240226,Otomobil,Tofaş,SLX,Konya,9623885,24613196,11,238000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24613196,26 Şubat 2024,Doğan,1995,97.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,2 değişen,,Sahibinden,Düşük Km,,,,,,
Detail,4195783,20240225,Otomobil,Tofaş,1.6 ie,Ankara,4226781,24384988,5,165000,1,1,0,1,Otomobil / Tofaş / Doğan / 1.6 ie / ,C,24384988,25 Şubat 2024,Doğan,2000,266.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,8600525,20240221,Otomobil,Tofaş,S,Hatay,8675037,24576777,8,180000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24576777,21 Şubat 2024,Doğan,1998,200.000 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,9530860,20240220,Otomobil,Tofaş,SLX,Balıkesir,9605225,24561905,3,170000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24561905,20 Şubat 2024,Doğan,1993,150.000 km,Düz,LPG & Benzin,Sedan,Kahverengi,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,6886011,20240221,Otomobil,Tofaş,SLX,Kırıkkale,6961882,24564231,14,255000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24564231,21 Şubat 2024,Doğan,1993,143.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9531738,20240220,Otomobil,Tofaş,S,Malatya,9606101,24564382,10,160000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24564382,20 Şubat 2024,Doğan,1990,199.999 km,Düz,LPG & Benzin,Sedan,Diğer,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9537253,20240221,Otomobil,Tofaş,S,Aydın,9611610,24579036,15,270000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24579036,21 Şubat 2024,Doğan,1996,163.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,1 değişen,,Sahibinden,Düşük Km,,,,,,
Detail,9430890,20240220,Otomobil,Tofaş,L,Ankara,9505331,24568282,11,135000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24568282,20 Şubat 2024,Doğan,1990,90.000 km,Düz,Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,5103796,20240221,Otomobil,Tofaş,L,Konya,5167486,24570452,12,125000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24570452,21 Şubat 2024,Doğan,1991,200.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9536240,20240221,Otomobil,Tofaş,SL,Adana,9610600,24575976,7,187500,1,1,0,1,Otomobil / Tofaş / Doğan / SL / ,C,24575976,21 Şubat 2024,Doğan,1993,141.000 km,Düz,LPG & Benzin,Sedan,Diğer,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,7762954,20240221,Otomobil,Tofaş,S,Çanakkale,7838104,24547902,9,105000,1,0,0,1,Otomobil / Tofaş / Doğan / S / ,C,24547902,21 Şubat 2024,Doğan,1990,170.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9534043,20240220,Otomobil,Tofaş,SLX ie,Ankara,9608405,24570019,11,262000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX ie / ,C,24570019,20 Şubat 2024,Doğan,1997,246.425 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,96 hp,Arkadan İtiş,İkinci El,"6,6 lt",45 lt,"2 değişen, 11 boyalı",Takasa Uygun,Sahibinden,,,,,,,
Detail,5068662,20240221,Otomobil,Tofaş,S,Hatay,5130411,24579299,11,118000,1,1,0,1,Otomobil / Tofaş / Doğan / S / ,C,24579299,21 Şubat 2024,Doğan,1988,50.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,8515267,20240221,Otomobil,Tofaş,SLX,Ankara,8589795,24576816,15,200000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24576816,21 Şubat 2024,Doğan,1993,205.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,6666821,20240221,Otomobil,Tofaş,SLX,Mersin,6742800,24568785,11,255000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24568785,21 Şubat 2024,Doğan,1996,180.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"2 değişen, 11 boyalı",,Sahibinden,Düşük Km,,,,,,
Detail,9540808,20240223,Otomobil,Tofaş,L,Sakarya,9615161,24589669,15,210000,1,1,0,1,Otomobil / Tofaş / Doğan / L / ,C,24589669,23 Şubat 2024,Doğan,1990,65.432 km,Düz,LPG & Benzin,Sedan,Yeşil,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,7318615,20240220,Otomobil,Tofaş,SLX,Kocaeli,7394172,24568708,15,170000,1,1,0,1,Otomobil / Tofaş / Doğan / SLX / ,C,24568708,20 Şubat 2024,Doğan,1993,30.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
